company_id,slug,name,batch,batch_year,guessed_domain_1,guessed_domain_2,guessed_domain_3
30029,moonset-health,"Moonset Health",Fall 2024,2024,moonsethealth.com,moonsethealth.ai,moonsethealth.io
30079,moonshine,"Moonshine",Fall 2024,2024,moonshine.com,moonshine.ai,moonshine.io
30033,openbenchmarks,"Openbenchmarks",Fall 2024,2024,openbenchmarks.com,openbenchmarks.ai,openbenchmarks.io
30090,origami-2,"Origami",Fall 2024,2024,origami.com,origami.ai,origami.io
30073,pearson-labs,"Pearson Labs",Fall 2024,2024,pearsonlabs.com,pearsonlabs.ai,pearsonlabs.io
30088,permitportal,"PermitPortal",Fall 2024,2024,permitportal.com,permitportal.ai,permitportal.io
30039,raycaster,"Raycaster",Fall 2024,2024,raycaster.com,raycaster.ai,raycaster.io
30117,relvy-ai,"Relvy AI",Fall 2024,2024,relvyai.com,relvyai.ai,relvyai.io
30049,reticular,"Reticular",Fall 2024,2024,reticular.com,reticular.ai,reticular.io
30104,revi,"Revi",Fall 2024,2024,revi.com,revi.ai,revi.io
30041,revyl,"Revyl",Fall 2024,2024,revyl.com,revyl.ai,revyl.io
30055,riskcube,"RiskCube",Fall 2024,2024,riskcube.com,riskcube.ai,riskcube.io
30017,riveter,"Riveter",Fall 2024,2024,riveter.com,riveter.ai,riveter.io
30126,roundabout-technologies,"Roundabout Technologies",Fall 2024,2024,roundabouttechnologies.com,roundabouttechnologies.ai,roundabouttechnologies.io
30036,rulebase,"Rulebase",Fall 2024,2024,rulebase.com,rulebase.ai,rulebase.io
30114,ryvn,"Ryvn",Fall 2024,2024,ryvn.com,ryvn.ai,ryvn.io
30044,sandra-ai,"Sandra AI",Fall 2024,2024,sandraai.com,sandraai.ai,sandraai.io
30050,smooth,"Smooth",Fall 2024,2024,smooth.com,smooth.ai,smooth.io
30059,sphinx,"Sphinx",Fall 2024,2024,sphinx.com,sphinx.ai,sphinx.io
30068,stewdio,"Stewdio",Fall 2024,2024,stewdio.com,stewdio.ai,stewdio.io
30023,streamable,"Streamable",Fall 2024,2024,streamable.com,streamable.ai,streamable.io
30108,struct-ai,"Struct",Fall 2024,2024,struct.com,struct.ai,struct.io
30106,sunset,"Sunset",Fall 2024,2024,sunset.com,sunset.ai,sunset.io
30040,supercontrast,"supercontrast",Fall 2024,2024,supercontrast.com,supercontrast.ai,supercontrast.io
30107,surge,"Surge",Fall 2024,2024,surge.com,surge.ai,surge.io
30022,symphony,"Symphony",Fall 2024,2024,symphony.com,symphony.ai,symphony.io
30125,synth-3,"Synth",Fall 2024,2024,synth.com,synth.ai,synth.io
30021,telli,"telli",Fall 2024,2024,telli.com,telli.ai,telli.io
30075,tiny,"Tiny",Fall 2024,2024,tiny.com,tiny.ai,tiny.io
30066,unusual,"Unusual",Fall 2024,2024,unusual.com,unusual.ai,unusual.io
29577,variant,"Variant",Fall 2024,2024,variant.com,variant.ai,variant.io
30112,vaya,"Vaya",Fall 2024,2024,vaya.com,vaya.ai,vaya.io
30043,vespper,"Vespper",Fall 2024,2024,vespper.com,vespper.ai,vespper.io
30074,vly-ai-2,"vly.ai",Fall 2024,2024,vlyai.com,vlyai.ai,vlyai.io
30042,vortexify,"Vortexify",Fall 2024,2024,vortexify.com,vortexify.ai,vortexify.io
30111,x1,"x1",Fall 2024,2024,x1.com,x1.ai,x1.io
30016,zeroframe,"Zeroframe",Fall 2024,2024,zeroframe.com,zeroframe.ai,zeroframe.io
29798,ai-2,"&AI",Summer 2024,2024,ai.com,ai.ai,ai.io
29733,1849-bio,"1849 bio",Summer 2024,2024,1849bio.com,1849bio.ai,1849bio.io
29558,abel-police,"Abel Police",Summer 2024,2024,abelpolice.com,abelpolice.ai,abelpolice.io
29406,acx,"ACX",Summer 2024,2024,acx.com,acx.ai,acx.io
29972,affil-ai,"Affil.ai",Summer 2024,2024,affilai.com,affilai.ai,affilai.io
29723,aluna,"Aluna",Summer 2024,2024,aluna.com,aluna.ai,aluna.io
29694,aminoanalytica,"AminoAnalytica",Summer 2024,2024,aminoanalytica.com,aminoanalytica.ai,aminoanalytica.io
29738,anara,"Anara",Summer 2024,2024,anara.com,anara.ai,anara.io
29957,anglera,"Anglera",Summer 2024,2024,anglera.com,anglera.ai,anglera.io
29713,anthrogen,"Anthrogen",Summer 2024,2024,anthrogen.com,anthrogen.ai,anthrogen.io
29571,apten,"Apten",Summer 2024,2024,apten.com,apten.ai,apten.io
29680,ares-industries,"Ares Industries",Summer 2024,2024,aresindustries.com,aresindustries.ai,aresindustries.io
29813,argil,"Argil",Summer 2024,2024,argil.com,argil.ai,argil.io
29973,arva-ai,"Arva AI",Summer 2024,2024,arvaai.com,arvaai.ai,arvaai.io
29824,assembly-hoa,"Assembly HOA",Summer 2024,2024,assemblyhoa.com,assemblyhoa.ai,assemblyhoa.io
29823,autarc,"autarc",Summer 2024,2024,autarc.com,autarc.ai,autarc.io
29698,autopallet-robotics,"AutoPallet Robotics",Summer 2024,2024,autopalletrobotics.com,autopalletrobotics.ai,autopalletrobotics.io
29753,autumn-labs,"Autumn Labs",Summer 2024,2024,autumnlabs.com,autumnlabs.ai,autumnlabs.io
29657,azalea-robotics-corporation,"Azalea Robotics Corporation",Summer 2024,2024,azalearoboticscorporation.com,azalearoboticscorporation.ai,azalearoboticscorporation.io
29794,baseline-ai,"Baseline AI",Summer 2024,2024,baselineai.com,baselineai.ai,baselineai.io
29636,bayesline,"Bayesline",Summer 2024,2024,bayesline.com,bayesline.ai,bayesline.io
29758,beebettor,"BeeBettor",Summer 2024,2024,beebettor.com,beebettor.ai,beebettor.io
29712,benchify,"Benchify",Summer 2024,2024,benchify.com,benchify.ai,benchify.io
29749,biocartesian,"Biocartesian",Summer 2024,2024,biocartesian.com,biocartesian.ai,biocartesian.io
29982,bits-to-atoms,"Bits to Atoms",Summer 2024,2024,bitstoatoms.com,bitstoatoms.ai,bitstoatoms.io
29840,blaze-2,"Blaze",Summer 2024,2024,blaze.com,blaze.ai,blaze.io
29810,bluedoor,"bluedoor",Summer 2024,2024,bluedoor.com,bluedoor.ai,bluedoor.io
29775,brighterway,"Brighterway",Summer 2024,2024,brighterway.com,brighterway.ai,brighterway.io
29955,browseros,"BrowserOS",Summer 2024,2024,browseros.com,browseros.ai,browseros.io
29847,bucket-robotics,"Bucket Robotics",Summer 2024,2024,bucketrobotics.com,bucketrobotics.ai,bucketrobotics.io
29639,callback,"Callback",Summer 2024,2024,callback.com,callback.ai,callback.io
29688,camfer,"camfer",Summer 2024,2024,camfer.com,camfer.ai,camfer.io
29963,capitol-ai,"Capitol AI",Summer 2024,2024,capitolai.com,capitolai.ai,capitolai.io
29791,cartage,"Cartage",Summer 2024,2024,cartage.com,cartage.ai,cartage.io
29327,central,"Central",Summer 2024,2024,central.com,central.ai,central.io
29781,cerulion,"Cerulion",Summer 2024,2024,cerulion.com,cerulion.ai,cerulion.io
29582,cheers,"Cheers",Summer 2024,2024,cheers.com,cheers.ai,cheers.io
29613,claimsorted,"ClaimSorted",Summer 2024,2024,claimsorted.com,claimsorted.ai,claimsorted.io
29729,clearly-ai,"Clearly AI",Summer 2024,2024,clearlyai.com,clearlyai.ai,clearlyai.io
29665,cloudglue,"Cloudglue",Summer 2024,2024,cloudglue.com,cloudglue.ai,cloudglue.io
29719,cmux,"cmux",Summer 2024,2024,cmux.com,cmux.ai,cmux.io
29627,codes-health,"Codes Health",Summer 2024,2024,codeshealth.com,codeshealth.ai,codeshealth.io
29596,comfy-deploy,"Comfy Deploy",Summer 2024,2024,comfydeploy.com,comfydeploy.ai,comfydeploy.io
29989,conductor,"Conductor",Summer 2024,2024,conductor.com,conductor.ai,conductor.io
29754,conductor-quantum,"Conductor Quantum",Summer 2024,2024,conductorquantum.com,conductorquantum.ai,conductorquantum.io
29717,conveo,"Conveo",Summer 2024,2024,conveo.com,conveo.ai,conveo.io
29646,corgi-insurance,"Corgi Insurance",Summer 2024,2024,corgiinsurance.com,corgiinsurance.ai,corgiinsurance.io
29524,coval,"Coval",Summer 2024,2024,coval.com,coval.ai,coval.io
29716,creativemode,"CreativeMode",Summer 2024,2024,creativemode.com,creativemode.ai,creativemode.io
29703,d_model,"d_model",Summer 2024,2024,dmodel.com,dmodel.ai,dmodel.io
29807,dataleap,"Dataleap",Summer 2024,2024,dataleap.com,dataleap.ai,dataleap.io
29759,david-ai,"David AI",Summer 2024,2024,davidai.com,davidai.ai,davidai.io
29852,dayflow,"Dayflow",Summer 2024,2024,dayflow.com,dayflow.ai,dayflow.io
29655,decisional-ai,"Decisional AI",Summer 2024,2024,decisionalai.com,decisionalai.ai,decisionalai.io
29747,deepsilicon,"deepsilicon",Summer 2024,2024,deepsilicon.com,deepsilicon.ai,deepsilicon.io
29672,deepsim-inc,"DeepSim, Inc.",Summer 2024,2024,deepsiminc.com,deepsiminc.ai,deepsiminc.io
29695,dench-com,"Dench.com",Summer 2024,2024,denchcom.com,denchcom.ai,denchcom.io
29635,digitalcarbon,"DigitalCarbon",Summer 2024,2024,digitalcarbon.com,digitalcarbon.ai,digitalcarbon.io
29741,dimely,"Dimely",Summer 2024,2024,dimely.com,dimely.ai,dimely.io
29851,diode-computers-inc,"Diode Computers, Inc.",Summer 2024,2024,diodecomputersinc.com,diodecomputersinc.ai,diodecomputersinc.io
29761,distro,"Distro",Summer 2024,2024,distro.com,distro.ai,distro.io
29679,dodo,"Dodo",Summer 2024,2024,dodo.com,dodo.ai,dodo.io
29572,domu-technology-inc,"Domu Technology Inc.",Summer 2024,2024,domutechnologyinc.com,domutechnologyinc.ai,domutechnologyinc.io
29575,doublezero,"Doublezero",Summer 2024,2024,doublezero.com,doublezero.ai,doublezero.io
29828,draft-the-record,"Draft The Record",Summer 2024,2024,drafttherecord.com,drafttherecord.ai,drafttherecord.io
29990,dreamrp,"DreamRP",Summer 2024,2024,dreamrp.com,dreamrp.ai,dreamrp.io
29746,drillbit,"Drillbit",Summer 2024,2024,drillbit.com,drillbit.ai,drillbit.io
29605,educato,"Educato",Summer 2024,2024,educato.com,educato.ai,educato.io
29841,elayne,"Elayne",Summer 2024,2024,elayne.com,elayne.ai,elayne.io
29676,elevate-2,"Elevate",Summer 2024,2024,elevate.com,elevate.ai,elevate.io
29768,ember-robotics,"Ember Robotics",Summer 2024,2024,emberrobotics.com,emberrobotics.ai,emberrobotics.io
29765,emergent,"Emergent",Summer 2024,2024,emergent.com,emergent.ai,emergent.io
29623,entangl,"Entangl",Summer 2024,2024,entangl.com,entangl.ai,entangl.io
29818,entropy,"Entropy",Summer 2024,2024,entropy.com,entropy.ai,entropy.io
29856,et-al,"et al.",Summer 2024,2024,etal.com,etal.ai,etal.io
29475,evolvere-biosciences,"Evolvere BioSciences",Summer 2024,2024,evolverebiosciences.com,evolverebiosciences.ai,evolverebiosciences.io
29728,expand-ai,"expand.ai",Summer 2024,2024,expandai.com,expandai.ai,expandai.io
29711,fazeshift,"Fazeshift",Summer 2024,2024,fazeshift.com,fazeshift.ai,fazeshift.io
29952,ficra,"Ficra",Summer 2024,2024,ficra.com,ficra.ai,ficra.io
29735,finny-ai,"FINNY AI",Summer 2024,2024,finnyai.com,finnyai.ai,finnyai.io
29796,finosu,"Finosu",Summer 2024,2024,finosu.com,finosu.ai,finosu.io
29651,firstwork,"FirstWork",Summer 2024,2024,firstwork.com,firstwork.ai,firstwork.io
29637,flyflow,"Flyflow",Summer 2024,2024,flyflow.com,flyflow.ai,flyflow.io
29965,formula-insight,"Formula Insight",Summer 2024,2024,formulainsight.com,formulainsight.ai,formulainsight.io
29976,freestyle,"Freestyle",Summer 2024,2024,freestyle.com,freestyle.ai,freestyle.io
29349,fuse-2,"Fuse",Summer 2024,2024,fuse.com,fuse.ai,fuse.io
29693,gauge,"Gauge",Summer 2024,2024,gauge.com,gauge.ai,gauge.io
29586,glasskube,"Glasskube",Summer 2024,2024,glasskube.com,glasskube.ai,glasskube.io
29783,guardian-rf,"Guardian RF",Summer 2024,2024,guardianrf.com,guardianrf.ai,guardianrf.io
29610,hamming-ai,"Hamming AI",Summer 2024,2024,hammingai.com,hammingai.ai,hammingai.io
29805,handled,"Handled",Summer 2024,2024,handled.com,handled.ai,handled.io
29797,haystackeditor,"Haystack",Summer 2024,2024,haystack.com,haystack.ai,haystack.io
29799,helium,"Helium",Summer 2024,2024,helium.com,helium.ai,helium.io
29954,henry-2,"Henry",Summer 2024,2024,henry.com,henry.ai,henry.io
29800,heroui,"HeroUI",Summer 2024,2024,heroui.com,heroui.ai,heroui.io
29737,hestus-inc,"Hestus, Inc.",Summer 2024,2024,hestusinc.com,hestusinc.ai,hestusinc.io
29642,hexclave,"Hexclave",Summer 2024,2024,hexclave.com,hexclave.ai,hexclave.io
29953,hey-revia,"Hey Revia",Summer 2024,2024,heyrevia.com,heyrevia.ai,heyrevia.io
29660,hyrex,"Hyrex",Summer 2024,2024,hyrex.com,hyrex.ai,hyrex.io
29653,ideate-xyz,"ideate.xyz",Summer 2024,2024,ideatexyz.com,ideatexyz.ai,ideatexyz.io
29770,intryc,"Intryc",Summer 2024,2024,intryc.com,intryc.ai,intryc.io
29641,invaria,"Invaria",Summer 2024,2024,invaria.com,invaria.ai,invaria.io
29803,ionworks,"Ionworks",Summer 2024,2024,ionworks.com,ionworks.ai,ionworks.io
29715,kastle,"Kastle",Summer 2024,2024,kastle.com,kastle.ai,kastle.io
29854,keet,"Keet",Summer 2024,2024,keet.com,keet.ai,keet.io
29690,kenley,"Kenley",Summer 2024,2024,kenley.com,kenley.ai,kenley.io
29820,kontigo,"Kontigo",Summer 2024,2024,kontigo.com,kontigo.ai,kontigo.io
29714,kopra-bio,"Kopra Bio",Summer 2024,2024,koprabio.com,koprabio.ai,koprabio.io
29766,kura-ai,"Kura AI",Summer 2024,2024,kuraai.com,kuraai.ai,kuraai.io
29782,laminar,"Laminar",Summer 2024,2024,laminar.com,laminar.ai,laminar.io
29702,ledgerup,"LedgerUp",Summer 2024,2024,ledgerup.com,ledgerup.ai,ledgerup.io
29705,lighthouz-ai,"Lighthouz AI",Summer 2024,2024,lighthouzai.com,lighthouzai.ai,lighthouzai.io
29412,ligo-biosciences,"Ligo Biosciences",Summer 2024,2024,ligobiosciences.com,ligobiosciences.ai,ligobiosciences.io
29787,lilac-labs,"Lilac Labs",Summer 2024,2024,lilaclabs.com,lilaclabs.ai,lilaclabs.io
29685,joinlore,"Lore",Summer 2024,2024,lore.com,lore.ai,lore.io
29678,lucible,"Lucible",Summer 2024,2024,lucible.com,lucible.ai,lucible.io
29760,mage-legal,"Mage Legal",Summer 2024,2024,magelegal.com,magelegal.ai,magelegal.io
29736,magicode,"MagiCode",Summer 2024,2024,magicode.com,magicode.ai,magicode.io
29647,maitai,"Maitai",Summer 2024,2024,maitai.com,maitai.ai,maitai.io
29611,mdhub,"mdhub",Summer 2024,2024,mdhub.com,mdhub.ai,mdhub.io
29585,mem0,"Mem0",Summer 2024,2024,mem0.com,mem0.ai,mem0.io
29977,merlin-ai,"Merlin AI",Summer 2024,2024,merlinai.com,merlinai.ai,merlinai.io
29966,mica-ai,"Mica AI",Summer 2024,2024,micaai.com,micaai.ai,micaai.io
29980,midship,"Midship",Summer 2024,2024,midship.com,midship.ai,midship.io
29774,mineflow,"Mineflow",Summer 2024,2024,mineflow.com,mineflow.ai,mineflow.io
29687,minusx,"MinusX",Summer 2024,2024,minusx.com,minusx.ai,minusx.io
29569,miru-ml,"Miru",Summer 2024,2024,miru.com,miru.ai,miru.io
29706,mito-health,"Mito Health",Summer 2024,2024,mitohealth.com,mitohealth.ai,mitohealth.io
29704,modus,"Modus",Summer 2024,2024,modus.com,modus.ai,modus.io
29829,moreta,"Moreta",Summer 2024,2024,moreta.com,moreta.ai,moreta.io
29663,networkocean,"NetworkOcean",Summer 2024,2024,networkocean.com,networkocean.ai,networkocean.io
29853,no-logo,"No Logo",Summer 2024,2024,nologo.com,nologo.ai,nologo.io
29795,odo,"Odo",Summer 2024,2024,odo.com,odo.ai,odo.io
29675,offstream,"Offstream",Summer 2024,2024,offstream.com,offstream.ai,offstream.io
29822,omnidock,"omnidock",Summer 2024,2024,omnidock.com,omnidock.ai,omnidock.io
29724,ontra-mobility,"Ontra Mobility",Summer 2024,2024,ontramobility.com,ontramobility.ai,ontramobility.io
29751,opslane,"Opslane",Summer 2024,2024,opslane.com,opslane.ai,opslane.io
29826,orca-client,"Orca Client",Summer 2024,2024,orcaclient.com,orcaclient.ai,orcaclient.io
29969,orgorg,"OrgOrg",Summer 2024,2024,orgorg.com,orgorg.ai,orgorg.io
29992,outerport,"Outerport",Summer 2024,2024,outerport.com,outerport.ai,outerport.io
29387,overeasy,"Overeasy",Summer 2024,2024,overeasy.com,overeasy.ai,overeasy.io
29964,overlap,"Overlap",Summer 2024,2024,overlap.com,overlap.ai,overlap.io
29844,oway,"Oway",Summer 2024,2024,oway.com,oway.ai,oway.io
29789,paasa,"Paasa",Summer 2024,2024,paasa.com,paasa.ai,paasa.io
29786,palmier,"Palmier",Summer 2024,2024,palmier.com,palmier.ai,palmier.io
29721,panora,"Panora",Summer 2024,2024,panora.com,panora.ai,panora.io
29839,pap,"pap!",Summer 2024,2024,pap.com,pap.ai,pap.io
29684,parahelp,"Parahelp",Summer 2024,2024,parahelp.com,parahelp.ai,parahelp.io
29772,parley,"Parley",Summer 2024,2024,parley.com,parley.ai,parley.io
29968,patched,"Patched",Summer 2024,2024,patched.com,patched.ai,patched.io
29983,pathpilot,"PathPilot",Summer 2024,2024,pathpilot.com,pathpilot.ai,pathpilot.io
29755,pax,"Pax",Summer 2024,2024,pax.com,pax.ai,pax.io
29857,pharos,"Pharos",Summer 2024,2024,pharos.com,pharos.ai,pharos.io
29645,phonely,"Phonely",Summer 2024,2024,phonely.com,phonely.ai,phonely.io
29769,pinnacle,"Pinnacle",Summer 2024,2024,pinnacle.com,pinnacle.ai,pinnacle.io
29950,pipeshift,"Pipeshift",Summer 2024,2024,pipeshift.com,pipeshift.ai,pipeshift.io
29739,planbase,"Planbase",Summer 2024,2024,planbase.com,planbase.ai,planbase.io
29701,plume,"Plume",Summer 2024,2024,plume.com,plume.ai,plume.io
29251,poka-labs,"Poka Labs",Summer 2024,2024,pokalabs.com,pokalabs.ai,pokalabs.io
29821,polymet,"Polymet",Summer 2024,2024,polymet.com,polymet.ai,polymet.io
29778,praxos,"Praxos",Summer 2024,2024,praxos.com,praxos.ai,praxos.io
29608,pre,"Pre",Summer 2024,2024,pre.com,pre.ai,pre.io
29780,presti-ai,"Presti AI",Summer 2024,2024,prestiai.com,prestiai.ai,prestiai.io
29607,prohostai,"ProhostAI",Summer 2024,2024,prohostai.com,prohostai.ai,prohostai.io
29725,promi,"Promi",Summer 2024,2024,promi.com,promi.ai,promi.io
29815,propaya,"Propaya",Summer 2024,2024,propaya.com,propaya.ai,propaya.io
29668,proxis,"Proxis",Summer 2024,2024,proxis.com,proxis.ai,proxis.io
29699,pulse-3,"Pulse",Summer 2024,2024,pulse.com,pulse.ai,pulse.io
29833,quetzal,"Quetzal",Summer 2024,2024,quetzal.com,quetzal.ai,quetzal.io
29634,random-labs,"Random Labs",Summer 2024,2024,randomlabs.com,randomlabs.ai,randomlabs.io
29834,rastro,"Rastro",Summer 2024,2024,rastro.com,rastro.ai,rastro.io
29732,reactwise,"ReactWise",Summer 2024,2024,reactwise.com,reactwise.ai,reactwise.io
29740,redouble-ai,"Redouble AI",Summer 2024,2024,redoubleai.com,redoubleai.ai,redoubleai.io
29788,refactor,"Refactor",Summer 2024,2024,refactor.com,refactor.ai,refactor.io
29762,remade,"Remade",Summer 2024,2024,remade.com,remade.ai,remade.io
29837,rentflow,"RentFlow",Summer 2024,2024,rentflow.com,rentflow.ai,rentflow.io
29801,rescript,"Rescript",Summer 2024,2024,rescript.com,rescript.ai,rescript.io
29658,retrofix,"RetroFix",Summer 2024,2024,retrofix.com,retrofix.ai,retrofix.io
29667,rewbi,"Rewbi",Summer 2024,2024,rewbi.com,rewbi.ai,rewbi.io
29793,riskangle,"RiskAngle",Summer 2024,2024,riskangle.com,riskangle.ai,riskangle.io
29568,roger-2,"Roger",Summer 2024,2024,roger.com,roger.ai,roger.io
29951,rowboat-labs,"Rowboat Labs",Summer 2024,2024,rowboatlabs.com,rowboatlabs.ai,rowboatlabs.io
29682,runlocal-ai,"RunLocal AI",Summer 2024,2024,runlocalai.com,runlocalai.ai,runlocalai.io
29643,sagecare,"Sage Care",Summer 2024,2024,sagecare.com,sagecare.ai,sagecare.io
29848,saldor,"Saldor",Summer 2024,2024,saldor.com,saldor.ai,saldor.io
29588,saphira-ai,"Saphira AI",Summer 2024,2024,saphiraai.com,saphiraai.ai,saphiraai.io
29730,saturn,"Saturn",Summer 2024,2024,saturn.com,saturn.ai,saturn.io
29671,scape,"Scape",Summer 2024,2024,scape.com,scape.ai,scape.io
29776,schemeflow,"SchemeFlow",Summer 2024,2024,schemeflow.com,schemeflow.ai,schemeflow.io
29748,seals-ai,"Seals AI",Summer 2024,2024,sealsai.com,sealsai.ai,sealsai.io
29784,sensei,"Sensei",Summer 2024,2024,sensei.com,sensei.ai,sensei.io
29825,sepal-ai,"Sepal AI",Summer 2024,2024,sepalai.com,sepalai.ai,sepalai.io
29745,sharpe,"Sharpe",Summer 2024,2024,sharpe.com,sharpe.ai,sharpe.io
29661,silurian,"Silurian",Summer 2024,2024,silurian.com,silurian.ai,silurian.io
29978,simcare,"SimCare",Summer 2024,2024,simcare.com,simcare.ai,simcare.io
29785,simple-ai,"Simple AI",Summer 2024,2024,simpleai.com,simpleai.ai,simpleai.io
29296,simplex,"Simplex",Summer 2024,2024,simplex.com,simplex.ai,simplex.io
29773,soff,"Soff",Summer 2024,2024,soff.com,soff.ai,soff.io
29792,sonatoria,"Sonatoria",Summer 2024,2024,sonatoria.com,sonatoria.ai,sonatoria.io
29650,sorcerer,"Sorcerer",Summer 2024,2024,sorcerer.com,sorcerer.ai,sorcerer.io
29597,spaceium-inc,"Spaceium Inc",Summer 2024,2024,spaceiuminc.com,spaceiuminc.ai,spaceiuminc.io
29570,spherecast,"Spherecast",Summer 2024,2024,spherecast.com,spherecast.ai,spherecast.io
29474,spur,"Spur",Summer 2024,2024,spur.com,spur.ai,spur.io
29808,starcloud,"Starcloud",Summer 2024,2024,starcloud.com,starcloud.ai,starcloud.io
29654,stardrift,"Stardrift",Summer 2024,2024,stardrift.com,stardrift.ai,stardrift.io
29756,stempad,"Stempad",Summer 2024,2024,stempad.com,stempad.ai,stempad.io
29673,storia-ai,"Storia AI",Summer 2024,2024,storiaai.com,storiaai.ai,storiaai.io
